Trade ID;Pfolio Code;type securities;sec name;securities name;type;trade date;settlement date;amount;curr;delete;;system;sec name;SID;remarks;
350882;22SMBK;OS;ADRO    ;ADARO ENERGY TBK                                            ;S;03-Nov-23;07-Nov-23;2.098.000.000;IDR;N;              ;CBEST               ;ADRO                ;BDMN2SMBK00181      ;DVP ADRO                                                                                                      ;
350872;22SMBK;OS;ASII    ;ASTRA INTERNATIONAL TBK                                     ;P;03-Nov-23;07-Nov-23;972.000.000;IDR;N;              ;CBEST               ;ASII                ;BDMN2SMBK00181      ;RVP ASII                                                                                                      ;
350944;24CFIF;FI;BCAP3AC2;OBL BKLJT III MNC KAPITAL INDONESIA TAHAP II THN 2023 SR A  ;P;03-Nov-23;06-Nov-23;30.000.000.000.000;IDR;N;00034937500.00;CBEST               ;BCAP03ACN2          ;BDMN2CMMF00186      ;RVP BCAP03ACN2                                                                                                ;
350949;24CFIF;FI;BCAP3AC2;OBL BKLJT III MNC KAPITAL INDONESIA TAHAP II THN 2023 SR A  ;P;03-Nov-23;06-Nov-23;35.000.000.000.000;IDR;N;00040760417.00;CBEST               ;BCAP03ACN2          ;BDMN2CMMF00186      ;RVP BCAP03ACN2                                                                                                ;
350946;24CFIF;FI;BMTR3CC1;OBLIGASI BKLJT III GLOBAL MEDIACOM TAHAP I TAHUN 2022 SERI C;P;03-Nov-23;06-Nov-23;60.000.000.000.000;IDR;N;00056833333.00;CBEST               ;BMTR03CCN1          ;BDMN2CMMF00186      ;RVP BMTR03CCN1                                                                                                ;
350945;24CFIF;FI;BVIC2SB1;OBL SUBORDINASI BERKELANJUTAN II BANK VICTORIA TAHAP I 2019 ;P;03-Nov-23;06-Nov-23;25.000.000.000.000;IDR;N;00031006944.00;CBEST               ;BVIC02SBCN1         ;BDMN2CMMF00186      ;RVP BVIC02SBCN1                                                                                               ;
350948;24CSFI;FI;SIBM4BC1;SUK IJARAH BER IV GLOBAL MEDIACOM THP 1 2023 SERI B         ;P;03-Nov-23;06-Nov-23;5.000.000.000.000;IDR;N;00004270833.00;CBEST               ;SIBMTR04BCN1        ;BDMN2CSFI00102      ;RVP SIBMTR04BCN1                                                                                              ;
350943;25CMMF;FI;BCAP3AC2;OBL BKLJT III MNC KAPITAL INDONESIA TAHAP II THN 2023 SR A  ;P;03-Nov-23;06-Nov-23;30.000.000.000.000;IDR;N;00034937500.00;CBEST               ;BCAP03ACN2          ;BDMN2CMON00121      ;RVP BCAP03ACN2                                                                                                ;
350950;25CMMF;FI;SIMR4AC1;SUKUK IJARAH BKLJT IV GLOBAL MEDIACOM TAHAP I THN 2023 SR A ;S;03-Nov-23;06-Nov-23;20.000.000.000.000;IDR;N;00015416667.00;CBEST               ;SIBMTR04ACN1        ;BDMN2CMON00121      ;DVP SIBMTR04ACN1                                                                                              ;
350947;25CSMM;FI;SIMR4AC1;SUKUK IJARAH BKLJT IV GLOBAL MEDIACOM TAHAP I THN 2023 SR A ;P;03-Nov-23;06-Nov-23;20.000.000.000.000;IDR;N;00015416667.00;CBEST               ;SIBMTR04ACN1        ;BDMN2SYMM00106      ;RVP SIBMTR04ACN1                                                                                              ;
350883;RD6EKP;OS;BOGA    ;BINTANG OTO GLOBAL Tbk                                      ;S;03-Nov-23;07-Nov-23;10.000.000.000;IDR;N;              ;CBEST               ;BOGA                ;BDMN2QEKP00174      ;DVP BOGA                                                                                                      ;
350893;RD6EKP;OS;CASA    ;CAPITAL FINANCIAL INDONESIA Tbk                             ;S;03-Nov-23;07-Nov-23;20.000.000.000;IDR;N;              ;CBEST               ;CASA                ;BDMN2QEKP00174      ;DVP CASA                                                                                                      ;
350874;RD6EKP;OS;NATO    ;NUSANTARA PROPERTI INTERNASIONAL TBK                        ;P;03-Nov-23;07-Nov-23;370.000.000.000;IDR;N;              ;CBEST               ;NATO                ;BDMN2QEKP00174      ;RVP NATO                                                                                                      ;
351060;15DAP2;OS;MEDC    ;MEDCO ENERGI INTERNATIONAL TbK                              ;P;06-Nov-23;08-Nov-23;1.000.000.000;IDR;N;              ;CBEST               ;MEDC                ;BDMN2DAP200151      ;RVP MEDC                                                                                                      ;
351067;15DAP2;OS;ULTJ    ;ULTRA JAYA MILK TBK                                         ;S;06-Nov-23;08-Nov-23;1.000.000.000;IDR;N;              ;CBEST               ;ULTJ                ;BDMN2DAP200151      ;DVP ULTJ                                                                                                      ;
351065;15PIN2;OS;BACA    ;BANK CAPITAL INDONESIA TBK                                  ;P;06-Nov-23;08-Nov-23;11.000.000.000;IDR;N;              ;CBEST               ;BACA                ;BDMN2PIN200157      ;RVP BACA                                                                                                      ;
351092;15PIN2;OS;CARE    ;CARE                                                        ;S;06-Nov-23;08-Nov-23;8.000.000.000;IDR;N;              ;CBEST               ;CARE                ;BDMN2PIN200157      ;DVP CARE                                                                                                      ;
351066;15PINS;OS;BACA    ;BANK CAPITAL INDONESIA TBK                                  ;P;06-Nov-23;08-Nov-23;39.000.000.000;IDR;N;              ;CBEST               ;BACA                ;BDMN2PINS00125      ;RVP BACA                                                                                                      ;
351093;15PINS;OS;CARE    ;CARE                                                        ;S;06-Nov-23;08-Nov-23;27.000.000.000;IDR;N;              ;CBEST               ;CARE                ;BDMN2PINS00125      ;DVP CARE                                                                                                      ;
351085;21CDSE;OS;ADRO    ;ADARO ENERGY TBK                                            ;S;06-Nov-23;08-Nov-23;31.000.000;IDR;N;              ;CBEST               ;ADRO                ;BDMN2CDSE00109      ;DVP ADRO                                                                                                      ;
351086;21CDSE;OS;AKRA    ;AKR CORPORATION                                             ;S;06-Nov-23;08-Nov-23;125.000.000;IDR;N;              ;CBEST               ;AKRA                ;BDMN2CDSE00109      ;DVP AKRA                                                                                                      ;
351069;21CDSE;OS;ASGR    ;ASTRA GRAPHIA TBK                                           ;S;06-Nov-23;08-Nov-23;124.000.000;IDR;N;              ;CBEST               ;ASGR                ;BDMN2CDSE00109      ;DVP ASGR                                                                                                      ;
351076;21CDSE;OS;BMTR    ;BIMANTARA CITRA TBK                                         ;S;06-Nov-23;08-Nov-23;1.213.000.000;IDR;N;              ;CBEST               ;BMTR                ;BDMN2CDSE00109      ;DVP BMTR                                                                                                      ;
351073;21CDSE;OS;BTPS    ;BANK TABUNGAN PENSIUNAN NASIONAL SYARIAH TBK                ;S;06-Nov-23;08-Nov-23;156.000.000;IDR;N;              ;CBEST               ;BTPS                ;BDMN2CDSE00109      ;DVP BTPS                                                                                                      ;
351081;21CDSE;OS;CPIN    ;CHAROEN PHOKPHAND INDONESIA Tbk                             ;S;06-Nov-23;08-Nov-23;86.000.000;IDR;N;              ;CBEST               ;CPIN                ;BDMN2CDSE00109      ;DVP CPIN                                                                                                      ;
351084;21CDSE;OS;EXCL    ;XL AXIATA Tbk                                               ;S;06-Nov-23;08-Nov-23;57.000.000;IDR;N;              ;CBEST               ;EXCL                ;BDMN2CDSE00109      ;DVP EXCL                                                                                                      ;
351070;21CDSE;OS;INKP    ;INDAH KIAT PULP & PAPER TBK                                 ;S;06-Nov-23;08-Nov-23;64.000.000;IDR;N;              ;CBEST               ;INKP                ;BDMN2CDSE00109      ;DVP INKP                                                                                                      ;
351079;21CDSE;OS;JPFA    ;JAPFA TBK                                                   ;S;06-Nov-23;08-Nov-23;140.000.000;IDR;N;              ;CBEST               ;JPFA                ;BDMN2CDSE00109      ;DVP JPFA                                                                                                      ;
351071;21CDSE;OS;KLBF    ;KALBE FARMA TBK                                             ;S;06-Nov-23;08-Nov-23;287.000.000;IDR;N;              ;CBEST               ;KLBF                ;BDMN2CDSE00109      ;DVP KLBF                                                                                                      ;
351074;21CDSE;OS;MIKA    ;MITRA KELUARGA KARYASEHAT TBK                               ;S;06-Nov-23;08-Nov-23;40.000.000;IDR;N;              ;CBEST               ;MIKA                ;BDMN2CDSE00109      ;DVP MIKA                                                                                                      ;
351072;21CDSE;OS;MYOR    ;MAYORA INDAH TBK                                            ;S;06-Nov-23;08-Nov-23;132.000.000;IDR;N;              ;CBEST               ;MYOR                ;BDMN2CDSE00109      ;DVP MYOR                                                                                                      ;
351080;21CDSE;OS;NCKL    ;TRIMEGAH BANGUN PERSADA Tbk                                 ;S;06-Nov-23;08-Nov-23;87.000.000;IDR;N;              ;CBEST               ;NCKL                ;BDMN2CDSE00109      ;DVP NCKL                                                                                                      ;
351082;21CDSE;OS;PGAS    ;PERUSAHAAN GAS NEGARA (PERSERO) Tbk                         ;S;06-Nov-23;08-Nov-23;96.000.000;IDR;N;              ;CBEST               ;PGAS                ;BDMN2CDSE00109      ;DVP PGAS                                                                                                      ;
351078;21CDSE;OS;PTBA    ;TAMBANG BATUBARA BUKIT ASAM (PERSERO) Tbk                   ;S;06-Nov-23;08-Nov-23;651.000.000;IDR;N;              ;CBEST               ;PTBA                ;BDMN2CDSE00109      ;DVP PTBA                                                                                                      ;
351083;21CDSE;OS;TLKM    ;PT TELKOM INDONESIA (PERSERO) TBK                           ;S;06-Nov-23;08-Nov-23;556.000.000;IDR;N;              ;CBEST               ;TLKM                ;BDMN2CDSE00109      ;DVP TLKM                                                                                                      ;
351075;21CDSE;OS;ULTJ    ;ULTRA JAYA MILK TBK                                         ;S;06-Nov-23;08-Nov-23;53.000.000;IDR;N;              ;CBEST               ;ULTJ                ;BDMN2CDSE00109      ;DVP ULTJ                                                                                                      ;
351077;21CDSE;OS;UNTR    ;UNITED TRACTORS TBK                                         ;S;06-Nov-23;08-Nov-23;7.000.000;IDR;N;              ;CBEST               ;UNTR                ;BDMN2CDSE00109      ;DVP UNTR                                                                                                      ;
351088;21PEFF;OS;BOGA    ;BINTANG OTO GLOBAL Tbk                                      ;S;06-Nov-23;08-Nov-23;2.000.000.000;IDR;N;              ;CBEST               ;BOGA                ;BDMN2PEFF00166      ;DVP BOGA                                                                                                      ;
351062;21PEFF;OS;CARE    ;CARE                                                        ;P;06-Nov-23;08-Nov-23;15.000.000.000;IDR;N;              ;CBEST               ;CARE                ;BDMN2PEFF00166      ;RVP CARE                                                                                                      ;
351089;21PEOF;OS;APIC    ;PACIFIC STRATEGIC FINANCIAL Tbk                             ;S;06-Nov-23;08-Nov-23;2.000.000.000;IDR;N;              ;CBEST               ;APIC                ;BDMN2PEOF00103      ;DVP APIC                                                                                                      ;
351063;21PEOF;OS;CARE    ;CARE                                                        ;P;06-Nov-23;08-Nov-23;14.000.000.000;IDR;N;              ;CBEST               ;CARE                ;BDMN2PEOF00103      ;RVP CARE                                                                                                      ;
351087;21SEDS;OS;BBCA    ;BANK CENTRAL ASIA TBK                                       ;S;06-Nov-23;08-Nov-23;110.000.000;IDR;N;              ;CBEST               ;BBCA                ;BDMN2SEDS00187      ;DVP BBCA                                                                                                      ;
351094;22MAMS;OS;AKRA    ;AKR CORPORATION                                             ;S;06-Nov-23;08-Nov-23;150.000.000;IDR;N;              ;CBEST               ;AKRA                ;BDMN2MAMS00101      ;DVP AKRA                                                                                                      ;
351090;22PBF3;OS;APIC    ;PACIFIC STRATEGIC FINANCIAL Tbk                             ;S;06-Nov-23;08-Nov-23;8.000.000.000;IDR;N;              ;CBEST               ;APIC                ;BDMN2PBF300120      ;DVP APIC                                                                                                      ;
351091;22PBF3;OS;BOGA    ;BINTANG OTO GLOBAL Tbk                                      ;S;06-Nov-23;08-Nov-23;6.000.000.000;IDR;N;              ;CBEST               ;BOGA                ;BDMN2PBF300120      ;DVP BOGA                                                                                                      ;
351064;22PBF3;OS;CARE    ;CARE                                                        ;P;06-Nov-23;08-Nov-23;100.000.000.000;IDR;N;              ;CBEST               ;CARE                ;BDMN2PBF300120      ;RVP CARE                                                                                                      ;
351098;24CFIF;FI;BAFI1CN5;OBL. BER. BUSSAN AUTO FINANCE V 2022                        ;P;06-Nov-23;07-Nov-23;300.000.000.000.000;IDR;N;00245833333.00;CBEST               ;BAFI01CN5           ;BDMN2CMMF00186      ;RVP BAFI01CN5                                                                                                 ;
351096;24CFIF;FI;BCAP3AC2;OBL BKLJT III MNC KAPITAL INDONESIA TAHAP II THN 2023 SR A  ;P;06-Nov-23;07-Nov-23;15.000.000.000.000;IDR;N;00017916667.00;CBEST               ;BCAP03ACN2          ;BDMN2CMMF00186      ;RVP BCAP03ACN2                                                                                                ;
351097;24CFIF;FI;BMTR3CC1;OBLIGASI BKLJT III GLOBAL MEDIACOM TAHAP I TAHUN 2022 SERI C;P;06-Nov-23;07-Nov-23;15.000.000.000.000;IDR;N;00014666667.00;CBEST               ;BMTR03CCN1          ;BDMN2CMMF00186      ;RVP BMTR03CCN1                                                                                                ;
351068;RD6EKP;OS;BOGA    ;BINTANG OTO GLOBAL Tbk                                      ;S;06-Nov-23;08-Nov-23;10.000.000.000;IDR;N;              ;CBEST               ;BOGA                ;BDMN2QEKP00174      ;DVP BOGA                                                                                                      ;
351095;RD6EKP;OS;CASA    ;CAPITAL FINANCIAL INDONESIA Tbk                             ;S;06-Nov-23;08-Nov-23;30.000.000.000;IDR;N;              ;CBEST               ;CASA                ;BDMN2QEKP00174      ;DVP CASA                                                                                                      ;
351061;RD6EKP;OS;NATO    ;NUSANTARA PROPERTI INTERNASIONAL TBK                        ;P;06-Nov-23;08-Nov-23;320.000.000.000;IDR;N;              ;CBEST               ;NATO                ;BDMN2QEKP00174      ;RVP NATO                                                                                                      ;
351362;15ACP2;OS;DEWA    ;DHARMA HENWA Tbk PT                                         ;P;07-Nov-23;09-Nov-23;15.650.000.000;IDR;N;              ;CBEST               ;DEWA                ;BDMN2ACP200156      ;RVP DEWA                                                                                                      ;
351372;15ASC2;OS;DEWA    ;DHARMA HENWA Tbk PT                                         ;P;07-Nov-23;09-Nov-23;19.130.000.000;IDR;N;              ;CBEST               ;DEWA                ;BDMN2ASC200180      ;RVP DEWA                                                                                                      ;
351373;15CATI;OS;DEWA    ;DHARMA HENWA Tbk PT                                         ;P;07-Nov-23;09-Nov-23;58.810.000.000;IDR;N;              ;CBEST               ;DEWA                ;BDMN2CATI00188      ;RVP DEWA                                                                                                      ;
351397;15CHAA;OS;GAMA    ;GADING DEVELOPMENT TBK                                      ;S;07-Nov-23;09-Nov-23;1.280.000.000.000;IDR;N;              ;CBEST               ;GAMA                ;BDMN2CHAA00128      ;DVP GAMA                                                                                                      ;
351361;15CHAA;OS;STAR    ;STAR PETROCHEM TBK                                          ;P;07-Nov-23;09-Nov-23;200.000.000.000;IDR;N;              ;CBEST               ;STAR                ;BDMN2CHAA00128      ;RVP STAR                                                                                                      ;
351382;15DAP2;OS;HMSP    ;H M SAMPOERNA TBK                                           ;S;07-Nov-23;09-Nov-23;250.000.000;IDR;N;              ;CBEST               ;HMSP                ;BDMN2DAP200151      ;DVP HMSP                                                                                                      ;
351360;15DAP2;OS;MEDC    ;MEDCO ENERGI INTERNATIONAL TbK                              ;P;07-Nov-23;09-Nov-23;1.000.000.000;IDR;N;              ;CBEST               ;MEDC                ;BDMN2DAP200151      ;RVP MEDC                                                                                                      ;
351380;15DAPS;OS;DEWA    ;DHARMA HENWA Tbk PT                                         ;P;07-Nov-23;09-Nov-23;41.060.000.000;IDR;N;              ;CBEST               ;DEWA                ;BDMN2DAPS00162      ;RVP DEWA                                                                                                      ;
351374;15DIYO;OS;DEWA    ;DHARMA HENWA Tbk PT                                         ;P;07-Nov-23;09-Nov-23;18.990.000.000;IDR;N;              ;CBEST               ;DEWA                ;BDMN2DIYO00102      ;RVP DEWA                                                                                                      ;
351396;15HABU;OS;CARE    ;CARE                                                        ;S;07-Nov-23;09-Nov-23;40.000.000.000;IDR;N;              ;CBEST               ;CARE                ;BDMN2HABU00165      ;DVP CARE                                                                                                      ;
351370;15HABU;OS;NIRO    ;NIRVANA DEVELOPMENT TBK                                     ;P;07-Nov-23;09-Nov-23;45.000.000.000;IDR;N;              ;CBEST               ;NIRO                ;BDMN2HABU00165      ;RVP NIRO                                                                                                      ;
351375;15JEFF;OS;DEWA    ;DHARMA HENWA Tbk PT                                         ;P;07-Nov-23;09-Nov-23;15.120.000.000;IDR;N;              ;CBEST               ;DEWA                ;BDMN2JEFF00156      ;RVP DEWA                                                                                                      ;
351371;15JOAL;OS;DEWA    ;DHARMA HENWA Tbk PT                                         ;P;07-Nov-23;09-Nov-23;28.280.000.000;IDR;N;              ;CBEST               ;DEWA                ;BDMN2JOAL00161      ;RVP DEWA                                                                                                      ;
351376;15JONA;OS;DEWA    ;DHARMA HENWA Tbk PT                                         ;P;07-Nov-23;09-Nov-23;27.830.000.000;IDR;N;              ;CBEST               ;DEWA                ;BDMN2JONA00128      ;RVP DEWA                                                                                                      ;
351377;15JULI;OS;DEWA    ;DHARMA HENWA Tbk PT                                         ;P;07-Nov-23;09-Nov-23;13.800.000.000;IDR;N;              ;CBEST               ;DEWA                ;BDMN2JULI00159      ;RVP DEWA                                                                                                      ;
351379;15MAHE;OS;DEWA    ;DHARMA HENWA Tbk PT                                         ;P;07-Nov-23;09-Nov-23;29.550.000.000;IDR;N;              ;CBEST               ;DEWA                ;BDMN2MAHE00104      ;RVP DEWA                                                                                                      ;
351394;15PIN2;OS;CARE    ;CARE                                                        ;S;07-Nov-23;09-Nov-23;62.000.000.000;IDR;N;              ;CBEST               ;CARE                ;BDMN2PIN200157      ;DVP CARE                                                                                                      ;
351368;15PIN2;OS;NIRO    ;NIRVANA DEVELOPMENT TBK                                     ;P;07-Nov-23;09-Nov-23;73.000.000.000;IDR;N;              ;CBEST               ;NIRO                ;BDMN2PIN200157      ;RVP NIRO                                                                                                      ;
351395;15ROOS;OS;CARE    ;CARE                                                        ;S;07-Nov-23;09-Nov-23;30.000.000.000;IDR;N;              ;CBEST               ;CARE                ;BDMN2ROOS00157      ;DVP CARE                                                                                                      ;
351369;15ROOS;OS;NIRO    ;NIRVANA DEVELOPMENT TBK                                     ;P;07-Nov-23;09-Nov-23;35.000.000.000;IDR;N;              ;CBEST               ;NIRO                ;BDMN2ROOS00157      ;RVP NIRO                                                                                                      ;
351378;15TIKA;OS;DEWA    ;DHARMA HENWA Tbk PT                                         ;P;07-Nov-23;09-Nov-23;24.750.000.000;IDR;N;              ;CBEST               ;DEWA                ;BDMN2TIKA00130      ;RVP DEWA                                                                                                      ;
351381;15TONY;OS;DEWA    ;DHARMA HENWA Tbk PT                                         ;P;07-Nov-23;09-Nov-23;13.330.000.000;IDR;N;              ;CBEST               ;DEWA                ;BDMN2TONY00121      ;RVP DEWA                                                                                                      ;
351388;21CDOE;OS;BBCA    ;BANK CENTRAL ASIA TBK                                       ;S;07-Nov-23;09-Nov-23;71.000.000;IDR;N;              ;CBEST               ;BBCA                ;BDMN2CDOE00137      ;DVP BBCA                                                                                                      ;
351387;21CDOE;OS;BBRI    ;BANK RAKYAT INDONESIA (PERSERO) Tbk                         ;S;07-Nov-23;09-Nov-23;253.000.000;IDR;N;              ;CBEST               ;BBRI                ;BDMN2CDOE00137      ;DVP BBRI                                                                                                      ;
351389;21CDOE;OS;BMRI    ;BANK MANDIRI (PERSERO) Tbk                                  ;S;07-Nov-23;09-Nov-23;83.000.000;IDR;N;              ;CBEST               ;BMRI                ;BDMN2CDOE00137      ;DVP BMRI                                                                                                      ;
351390;21CDOE;OS;ICBP    ;INDOFOOD CBP SUKSES MAKMUR Tbk                              ;S;07-Nov-23;09-Nov-23;43.000.000;IDR;N;              ;CBEST               ;ICBP                ;BDMN2CDOE00137      ;DVP ICBP                                                                                                      ;
351391;21CDOE;OS;NCKL    ;TRIMEGAH BANGUN PERSADA Tbk                                 ;S;07-Nov-23;09-Nov-23;992.000.000;IDR;N;              ;CBEST               ;NCKL                ;BDMN2CDOE00137      ;DVP NCKL                                                                                                      ;
351386;21CDRC;OS;BBCA    ;BANK CENTRAL ASIA TBK                                       ;S;07-Nov-23;09-Nov-23;520.000.000;IDR;N;              ;CBEST               ;BBCA                ;BDMN2CDRC00153      ;DVP BBCA                                                                                                      ;
351383;21CDRC;OS;BBRI    ;BANK RAKYAT INDONESIA (PERSERO) Tbk                         ;S;07-Nov-23;09-Nov-23;114.000.000;IDR;N;              ;CBEST               ;BBRI                ;BDMN2CDRC00153      ;DVP BBRI                                                                                                      ;
351385;21CDRC;OS;BMRI    ;BANK MANDIRI (PERSERO) Tbk                                  ;S;07-Nov-23;09-Nov-23;226.000.000;IDR;N;              ;CBEST               ;BMRI                ;BDMN2CDRC00153      ;DVP BMRI                                                                                                      ;
351384;21CDRC;OS;NCKL    ;TRIMEGAH BANGUN PERSADA Tbk                                 ;S;07-Nov-23;09-Nov-23;1.607.000.000;IDR;N;              ;CBEST               ;NCKL                ;BDMN2CDRC00153      ;DVP NCKL                                                                                                      ;
351364;21SEDS;OS;MAPI    ;MITRA ADPERKASA Tbk                                         ;P;07-Nov-23;09-Nov-23;600.000.000;IDR;N;              ;CBEST               ;MAPI                ;BDMN2SEDS00187      ;RVP MAPI                                                                                                      ;
351393;22MAMS;OS;INCO    ;VALE INDONESIA TBK                                          ;S;07-Nov-23;09-Nov-23;50.000.000;IDR;N;              ;CBEST               ;INCO                ;BDMN2MAMS00101      ;DVP INCO                                                                                                      ;
351366;22MAMS;OS;PGAS    ;PERUSAHAAN GAS NEGARA (PERSERO) Tbk                         ;P;07-Nov-23;09-Nov-23;100.000.000;IDR;N;              ;CBEST               ;PGAS                ;BDMN2MAMS00101      ;RVP PGAS                                                                                                      ;
351367;22MAMS;OS;WIKA    ;WIJAYA KARYA (PESERO) Tbk                                   ;P;07-Nov-23;09-Nov-23;600.000.000;IDR;N;              ;CBEST               ;WIKA                ;BDMN2MAMS00101      ;RVP WIKA                                                                                                      ;
351365;22SEDM;OS;MAPI    ;MITRA ADPERKASA Tbk                                         ;P;07-Nov-23;09-Nov-23;2.500.000.000;IDR;N;              ;CBEST               ;MAPI                ;BDMN2SEDM00104      ;RVP MAPI                                                                                                      ;
351359;GPBLMF;OS;BMRI    ;BANK MANDIRI (PERSERO) Tbk                                  ;P;07-Nov-23;09-Nov-23;140.000.000;IDR;N;              ;CBEST               ;BMRI                ;BDMN2GBMF00165      ;RVP BMRI                                                                                                      ;
351392;RD6EKP;OS;APIC    ;PACIFIC STRATEGIC FINANCIAL Tbk                             ;S;07-Nov-23;09-Nov-23;11.000.000.000;IDR;N;              ;CBEST               ;APIC                ;BDMN2QEKP00174      ;DVP APIC                                                                                                      ;
351363;RD6EKP;OS;CARE    ;CARE                                                        ;P;07-Nov-23;09-Nov-23;500.000.000.000;IDR;N;              ;CBEST               ;CARE                ;BDMN2QEKP00174      ;RVP CARE                                                                                                      ;
351746;15DAP2;OS;MEDC    ;MEDCO ENERGI INTERNATIONAL TbK                              ;P;08-Nov-23;10-Nov-23;1.000.000.000;IDR;N;              ;CBEST               ;MEDC                ;BDMN2DAP200151      ;RVP MEDC                                                                                                      ;
351747;15DPES;OS;DEWA    ;DHARMA HENWA Tbk PT                                         ;P;08-Nov-23;10-Nov-23;150.000.000.000;IDR;N;              ;CBEST               ;DEWA                ;BDMN2DPES00118      ;RVP DEWA                                                                                                      ;
351749;15DPES;OS;INKP    ;INDAH KIAT PULP & PAPER TBK                                 ;S;08-Nov-23;10-Nov-23;1.493.000.000;IDR;N;              ;CBEST               ;INKP                ;BDMN2DPES00118      ;DVP INKP                                                                                                      ;
351750;21BNIS;OS;MEDC    ;MEDCO ENERGI INTERNATIONAL TbK                              ;S;08-Nov-23;10-Nov-23;11.527.000.000;IDR;N;              ;CBEST               ;MEDC                ;BDMN2BNIS00161      ;DVP MEDC                                                                                                      ;
351751;21SEDS;OS;MAPI    ;MITRA ADPERKASA Tbk                                         ;S;08-Nov-23;10-Nov-23;600.000.000;IDR;N;              ;CBEST               ;MAPI                ;BDMN2SEDS00187      ;DVP MAPI                                                                                                      ;
351748;22MAMS;OS;MDKA    ;MERDEKA COPPER GOLD TBK                                     ;P;08-Nov-23;10-Nov-23;100.000.000;IDR;N;              ;CBEST               ;MDKA                ;BDMN2MAMS00101      ;RVP MDKA                                                                                                      ;
351752;22SEDM;OS;MAPI    ;MITRA ADPERKASA Tbk                                         ;S;08-Nov-23;10-Nov-23;2.500.000.000;IDR;N;              ;CBEST               ;MAPI                ;BDMN2SEDM00104      ;DVP MAPI                                                                                                      ;
351719;24SMDO;FI;FR0100  ;OBLIGASI NEGARA REPUBLIK INDONESIA FR0100                   ;P;08-Nov-23;10-Nov-23;300.000.000.000.000;IDR;N;00469860000.00;BI-SSSS             ;FR0100              ;BDMN2SMDO00190      ;RVP FR0100                                                                                                    ;
351753;25PCMM;FI;INKP3AC3;OBL BERKL III INDAH KIAT PULP & PAPER THP III 2022 SERI A   ;P;08-Nov-23;10-Nov-23;10.000.000.000.000;IDR;N;00010500000.00;CBEST               ;INKP03ACN3          ;BDMN2PAMM00120      ;RVP INKP03ACN3                                                                                                ;
351921;15DPC2;OS;CASA    ;CAPITAL FINANCIAL INDONESIA Tbk                             ;S;09-Nov-23;13-Nov-23;15.000.000.000;IDR;N;              ;CBEST               ;CASA                ;BDMN2DPCG00160      ;DVP CASA                                                                                                      ;
351925;15DPC2;OS;STAR    ;STAR PETROCHEM TBK                                          ;P;09-Nov-23;13-Nov-23;75.000.000.000;IDR;N;              ;CBEST               ;STAR                ;BDMN2DPCG00160      ;RVP STAR                                                                                                      ;
351919;15HAGO;OS;BOGA    ;BINTANG OTO GLOBAL Tbk                                      ;S;09-Nov-23;13-Nov-23;1.000.000.000;IDR;N;              ;CBEST               ;BOGA                ;BDMN2HAGO00144      ;DVP BOGA                                                                                                      ;
351914;15MLDK;OS;PGAS    ;PERUSAHAAN GAS NEGARA (PERSERO) Tbk                         ;S;09-Nov-23;13-Nov-23;2.256.000.000;IDR;N;              ;CBEST               ;PGAS                ;BDMN2MLDF00125      ;DVP PGAS                                                                                                      ;
351915;15TOMY;OS;DEWA    ;DHARMA HENWA Tbk PT                                         ;S;09-Nov-23;13-Nov-23;70.740.000.000;IDR;N;              ;CBEST               ;DEWA                ;BDMN2TOMY00128      ;DVP DEWA                                                                                                      ;
351916;15TOMY;OS;INKP    ;INDAH KIAT PULP & PAPER TBK                                 ;S;09-Nov-23;13-Nov-23;1.061.000.000;IDR;N;              ;CBEST               ;INKP                ;BDMN2TOMY00128      ;DVP INKP                                                                                                      ;
351917;15TOMY;OS;TKIM    ;PABRIK KERTAS TJIWI KIMIA TBK                               ;S;09-Nov-23;13-Nov-23;810.000.000;IDR;N;              ;CBEST               ;TKIM                ;BDMN2TOMY00128      ;DVP TKIM                                                                                                      ;
351918;15TOMY;OS;VKTR    ;PT VKTR TEKNOLOGI MOBILITAS TBK                             ;S;09-Nov-23;13-Nov-23;18.500.000.000;IDR;N;              ;CBEST               ;VKTR                ;BDMN2TOMY00128      ;DVP VKTR                                                                                                      ;
351920;15YKP4;OS;CASA    ;CAPITAL FINANCIAL INDONESIA Tbk                             ;S;09-Nov-23;13-Nov-23;27.000.000.000;IDR;N;              ;CBEST               ;CASA                ;BDMN2YKP400145      ;DVP CASA                                                                                                      ;
351924;15YKP4;OS;STAR    ;STAR PETROCHEM TBK                                          ;P;09-Nov-23;13-Nov-23;140.000.000.000;IDR;N;              ;CBEST               ;STAR                ;BDMN2YKP400145      ;RVP STAR                                                                                                      ;
351926;15YKP5;OS;CASA    ;CAPITAL FINANCIAL INDONESIA Tbk                             ;S;09-Nov-23;13-Nov-23;69.000.000.000;IDR;N;              ;CBEST               ;CASA                ;BDMN2YKP500175      ;DVP CASA                                                                                                      ;
351922;15YKP5;OS;STAR    ;STAR PETROCHEM TBK                                          ;P;09-Nov-23;13-Nov-23;350.000.000.000;IDR;N;              ;CBEST               ;STAR                ;BDMN2YKP500175      ;RVP STAR                                                                                                      ;
351923;22MAMS;OS;MDKA    ;MERDEKA COPPER GOLD TBK                                     ;P;09-Nov-23;13-Nov-23;200.000.000;IDR;N;              ;CBEST               ;MDKA                ;BDMN2MAMS00101      ;RVP MDKA                                                                                                      ;
